code,name,region,province,city,platform,reachable,trasparenza_url,discovery_note
BOAA05601L,ARGENTINA MENARINI,EMILIA ROMAGNA,BOLOGNA,BUDRIO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA05602N,BAGNAROLA,EMILIA ROMAGNA,BOLOGNA,BUDRIO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA05603P,CENTO,EMILIA ROMAGNA,BOLOGNA,BUDRIO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA07201E,A. ERCOLANI,EMILIA ROMAGNA,BOLOGNA,CASTEL SAN PIETRO TERME,unknown,0,,URLError timed out
BOAA07205P,SAN MARTINO IN PEDRIOLO,EMILIA ROMAGNA,BOLOGNA,CASALFIUMANESE,unknown,0,,URLError timed out
BOAA17201B,COMPLESSO C4,EMILIA ROMAGNA,BOLOGNA,ZOLA PREDOSA,unknown,0,,URLError timed out
BOAA17202C,VIA THEODOLI,EMILIA ROMAGNA,BOLOGNA,ZOLA PREDOSA,unknown,0,,URLError timed out
BOAA17204E,P. BERTOLINI,EMILIA ROMAGNA,BOLOGNA,ZOLA PREDOSA,unknown,0,,URLError timed out
BOAA80501P,INFANZIA SAN PIETRO IN CASALE,EMILIA ROMAGNA,BOLOGNA,SAN PIETRO IN CASALE,unknown,0,,URLError [Errno -2] Name or service not known
BOAA80502Q,INFANZIA GALLIERA,EMILIA ROMAGNA,BOLOGNA,GALLIERA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA80601E,CARLO COLLODI,EMILIA ROMAGNA,BOLOGNA,PIEVE DI CENTO,unknown,0,,URLError timed out
BOAA80701A,PONTE RIVABELLA,EMILIA ROMAGNA,BOLOGNA,MONTE SAN PIETRO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA80702B,MONTE SAN GIOVANNI,EMILIA ROMAGNA,BOLOGNA,MONTE SAN PIETRO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA80703C,S. MARTINO IN CASOLA,EMILIA ROMAGNA,BOLOGNA,MONTE SAN PIETRO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA808027,SCUOLA DELL' INFANZIA FUTURA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOAA809012,R.RAVAGLIA VICCHI-M.A RAVAGLIA,EMILIA ROMAGNA,BOLOGNA,FONTANELICE,unknown,0,,URLError timed out
BOAA809023,SCUOLA INFANZIA CASALFIUMANESE,EMILIA ROMAGNA,BOLOGNA,CASALFIUMANESE,wordpress_generic,1,https://borgotossignanoic.edu.it/amministrazione-trasparente/,ok
BOAA810027,INFANZIA CASTELLO,EMILIA ROMAGNA,BOLOGNA,VALSAMOGGIA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA810038,INFANZIA CA' BORTOLANI,EMILIA ROMAGNA,BOLOGNA,VALSAMOGGIA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA811012,CASTEL D'AIANO CAPOLUOGO,EMILIA ROMAGNA,BOLOGNA,CASTEL D'AIANO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA811023,CARLO COLLODI,EMILIA ROMAGNA,BOLOGNA,GAGGIO MONTANO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA811034,INFANZIA STATALE LIZZANO IN B.,EMILIA ROMAGNA,BOLOGNA,LIZZANO IN BELVEDERE,unknown,0,,URLError [Errno -2] Name or service not known
BOAA811045,GAGGIO MONTANO CAPOLUOGO,EMILIA ROMAGNA,BOLOGNA,GAGGIO MONTANO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA81202V,ALBERTAZZI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOAA81302P,INFANZIA COOP AZZURRA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOAA81401D,LAVINO DI MEZZO,EMILIA ROMAGNA,BOLOGNA,ANZOLA DELL'EMILIA,unknown,0,,HTTPError 509
BOAA81402E,S. MARIA IN STRADA,EMILIA ROMAGNA,BOLOGNA,ANZOLA DELL'EMILIA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA81403G,TILDE BOLZANI,EMILIA ROMAGNA,BOLOGNA,ANZOLA DELL'EMILIA,spaggiari,1,https://www.istitutocomprensivoanzola.edu.it/pagine/modulistica-personale-docenti,ok
BOAA81502A,GIROTONDO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA816015,"SCUOLA INFANZIA ""DAVID SASSOLI""",EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.ic5bologna.edu.it/albo-online/,ok
BOAA816026,INFANZIA LA GIOSTRA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.ic5bologna.edu.it/albo-online/,ok
BOAA816037,INFANZIA FEDERZONI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.ic5bologna.edu.it/albo-online/,ok
BOAA817011,GOZZADINI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA817022,SCUOLA MATERNA GIORDANI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOAA81801R,INFANZIA PAOLA MARCHETTI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOAA81802T,INFANZIA SCANDELLARA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOAA81901L,BENEDETTO XIV,EMILIA ROMAGNA,BOLOGNA,SALA BOLOGNESE,unknown,0,,URLError [Errno -2] Name or service not known
BOAA81902N,OSTERIA NUOVA,EMILIA ROMAGNA,BOLOGNA,SALA BOLOGNESE,unknown,0,,URLError [Errno -2] Name or service not known
BOAA81903P,ZAMBONELLI,EMILIA ROMAGNA,BOLOGNA,SALA BOLOGNESE,unknown,0,,URLError [Errno -2] Name or service not known
BOAA82001R,LONGARA,EMILIA ROMAGNA,BOLOGNA,CALDERARA DI RENO,unknown,0,,HTTPError 509
BOAA82002T,LIPPO,EMILIA ROMAGNA,BOLOGNA,CALDERARA DI RENO,unknown,0,,HTTPError 509
BOAA82003V,SCUOLA DELL'INFANZIA CALDERARA,EMILIA ROMAGNA,BOLOGNA,CALDERARA DI RENO,unknown,0,,HTTPError 509
BOAA82101L,GIUSEPPE DOZZA,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,HTTPError 509
BOAA82102N,A. RUBINI,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,HTTPError 509
BOAA82103P,ARCOBALENO,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,HTTPError 509
BOAA82201C,INFANZIA VIA LOI,EMILIA ROMAGNA,BOLOGNA,CASTEL MAGGIORE,unknown,0,,URLError timed out
BOAA82202D,CASTEL MAGGIORE CAPOLUOGO,EMILIA ROMAGNA,BOLOGNA,CASTEL MAGGIORE,unknown,0,,URLError timed out
BOAA82203E,RITA BONFIGLIOLI,EMILIA ROMAGNA,BOLOGNA,CASTEL MAGGIORE,unknown,0,,URLError timed out
BOAA82204G,MAURIZIA MEZZETTI,EMILIA ROMAGNA,BOLOGNA,CASTEL MAGGIORE,unknown,0,,URLError timed out
BOAA82205L,CIPI,EMILIA ROMAGNA,BOLOGNA,CASTEL MAGGIORE,unknown,0,,URLError timed out
BOAA824014,CASTIGLIONE CAPOLUOGO AA,EMILIA ROMAGNA,BOLOGNA,CASTIGLIONE DEI PEPOLI,unknown,0,,URLError timed out
BOAA824025,LAGARO AA,EMILIA ROMAGNA,BOLOGNA,CASTIGLIONE DEI PEPOLI,unknown,0,,URLError timed out
BOAA824036,BARAGAZZA AA,EMILIA ROMAGNA,BOLOGNA,CASTIGLIONE DEI PEPOLI,unknown,0,,URLError timed out
BOAA824047,CAMUGNANO AA,EMILIA ROMAGNA,BOLOGNA,CAMUGNANO,unknown,0,,URLError timed out
BOAA824058,INFANZIA MONTEFREDENTE,EMILIA ROMAGNA,BOLOGNA,SAN BENEDETTO VAL DI SAMBRO,unknown,0,,URLError timed out
BOAA824069,INFANZIA MONTEACUTO VALLESE,EMILIA ROMAGNA,BOLOGNA,SAN BENEDETTO VAL DI SAMBRO,unknown,0,,URLError timed out
BOAA82407A,INFANZIA MADONNA DEI FORNELLI,EMILIA ROMAGNA,BOLOGNA,SAN BENEDETTO VAL DI SAMBRO,unknown,0,,URLError timed out
BOAA82408B,INFANZIA PIAN DEL VOGLIO,EMILIA ROMAGNA,BOLOGNA,SAN BENEDETTO VAL DI SAMBRO,unknown,0,,URLError timed out
BOAA82501X,INFANZIA ALTEDO,EMILIA ROMAGNA,BOLOGNA,MALALBERGO,unknown,0,,URLError timed out
BOAA825021,INFANZIA MALALBERGO CAPOLUOGO,EMILIA ROMAGNA,BOLOGNA,MALALBERGO,unknown,0,,URLError timed out
BOAA825032,INFANZIA SAN GABRIELE,EMILIA ROMAGNA,BOLOGNA,BARICELLA,unknown,0,,URLError timed out
BOAA825043,"INFANZIA ""DE AMICIS"" BARICELLA",EMILIA ROMAGNA,BOLOGNA,BARICELLA,unknown,0,,URLError timed out
BOAA82601Q,ANGELA FRESU,EMILIA ROMAGNA,BOLOGNA,GRANAROLO DELL'EMILIA,wordpress_generic,1,,no_trasparenza_found
BOAA82602R,LA MELA,EMILIA ROMAGNA,BOLOGNA,GRANAROLO DELL'EMILIA,unknown,0,,URLError timed out
BOAA82701G,RITA CALDARONE - MINERBIO,EMILIA ROMAGNA,BOLOGNA,MINERBIO,unknown,0,,URLError timed out
BOAA82702L,ALBERTO MANZI - CA' DE' FABBRI,EMILIA ROMAGNA,BOLOGNA,MINERBIO,unknown,0,,URLError timed out
BOAA82801B,L. MILANI,EMILIA ROMAGNA,BOLOGNA,OZZANO DELL'EMILIA,unknown,0,,HTTPError 509
BOAA82802C,CESARE GNUDI,EMILIA ROMAGNA,BOLOGNA,OZZANO DELL'EMILIA,unknown,0,,HTTPError 509
BOAA829017,DADA ANTONELLA,EMILIA ROMAGNA,BOLOGNA,PIANORO,unknown,0,,URLError timed out
BOAA829028,IL MELOGRANO,EMILIA ROMAGNA,BOLOGNA,PIANORO,wordpress_generic,1,https://icrastignano.edu.it/amministrazione-trasparente/,ok
BOAA83001B,PIANORO NUOVO,EMILIA ROMAGNA,BOLOGNA,PIANORO,agid_wordpress,1,https://icpianoro.edu.it/amministrazione-trasparente/,ok
BOAA83002C,SCUOLA DELL'INFANZIA,EMILIA ROMAGNA,BOLOGNA,PIANORO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA832013,INFANZIA PORRETTA TERME,EMILIA ROMAGNA,BOLOGNA,ALTO RENO TERME,unknown,0,,URLError timed out
BOAA832024,INFANZIA CASTEL DI CASIO PAESE,EMILIA ROMAGNA,BOLOGNA,CASTEL DI CASIO,unknown,0,,URLError timed out
BOAA832035,INFANZIA CASOLA BERZANTINA,EMILIA ROMAGNA,BOLOGNA,CASTEL DI CASIO,unknown,0,,URLError timed out
BOAA832046,INFANZIA PONTE DELLA VENTURINA,EMILIA ROMAGNA,BOLOGNA,ALTO RENO TERME,unknown,0,,URLError timed out
BOAA83301V,GLI AQUILONI - FUNO,EMILIA ROMAGNA,BOLOGNA,ARGELATO,unknown,0,,TimeoutError read timed out
BOAA83302X,PETER PAN - ARGELATO,EMILIA ROMAGNA,BOLOGNA,ARGELATO,unknown,0,,TimeoutError read timed out
BOAA83401P,SCUOLA INFANZIA BENTIVOGLIO,EMILIA ROMAGNA,BOLOGNA,BENTIVOGLIO,unknown,0,,URLError timed out
BOAA83402Q,"""TRESEI""",EMILIA ROMAGNA,BOLOGNA,BENTIVOGLIO,unknown,0,,URLError timed out
BOAA83403R,INFANZIA AURORA BATTAGLIA,EMILIA ROMAGNA,BOLOGNA,SAN GIORGIO DI PIANO,unknown,0,,URLError timed out
BOAA83501E,"""PIERO BERTOLINI"" - BORGONUOVO",EMILIA ROMAGNA,BOLOGNA,SASSO MARCONI,unknown,0,,URLError timed out
BOAA83601A,SCUOLA INFANZIA S.LORENZO,EMILIA ROMAGNA,BOLOGNA,SASSO MARCONI,unknown,0,,URLError timed out
BOAA838012,INFANZIA VADO E MONZUNO,EMILIA ROMAGNA,BOLOGNA,MONZUNO,unknown,0,,URLError timed out
BOAA838023,INFANZIA RIOVEGGIO,EMILIA ROMAGNA,BOLOGNA,MONZUNO,unknown,0,,URLError timed out
BOAA83901T,LUIGI ARBIZZANI,EMILIA ROMAGNA,BOLOGNA,MARZABOTTO,unknown,0,,URLError timed out
BOAA83902V,LAMA DI RENO,EMILIA ROMAGNA,BOLOGNA,MARZABOTTO,unknown,0,,URLError timed out
BOAA83903X,PIAN DI VENOLA,EMILIA ROMAGNA,BOLOGNA,MARZABOTTO,unknown,0,,URLError timed out
BOAA839041,PIOPPE DI SALVARO,EMILIA ROMAGNA,BOLOGNA,GRIZZANA MORANDI,unknown,0,,URLError timed out
BOAA840012,VERGATO CAPOLUOGO,EMILIA ROMAGNA,BOLOGNA,VERGATO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA840023,GRIZZANA SAVIGNANO PONTE,EMILIA ROMAGNA,BOLOGNA,GRIZZANA MORANDI,unknown,0,,URLError timed out
BOAA840034,PIAN DI SETTA,EMILIA ROMAGNA,BOLOGNA,GRIZZANA MORANDI,unknown,0,,URLError timed out
BOAA84202P,INFANZIA GIANCARLO CERINI,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA84203Q,INFANZIA GIANNI RODARI,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA84303G,INFANZIA VERALDO VESPIGNANI,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOAA84305N,INFANZIA GIOSUE' CARDUCCI,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOAA844019,TOSCHI-CERCHIARI DOZZA,EMILIA ROMAGNA,BOLOGNA,DOZZA,unknown,0,,URLError timed out
BOAA84402A,G. ROSSA - TOSCANELLA,EMILIA ROMAGNA,BOLOGNA,DOZZA,unknown,0,,URLError timed out
BOAA84403B,SCUOLA DELL'INFANZIA -CASTEL G.,EMILIA ROMAGNA,BOLOGNA,CASTEL GUELFO DI BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA846022,INFANZIA G. PULICARI,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOAA84701R,PONTE SANTO,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOAA84801L,CASA DEL SOLE,EMILIA ROMAGNA,BOLOGNA,MONTERENZIO,unknown,0,,URLError timed out
BOAA84802N,IL CASTELLO DELLE FAVOLE,EMILIA ROMAGNA,BOLOGNA,MONTERENZIO,unknown,0,,URLError timed out
BOAA85101C,MANZOLINI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOAA852018,RAFFAELLO SANZIO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOAA853014,SCUOLA DELL'INFANZIA GUALANDI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOAA853025,SCUOLA DELL'INFANZIA GIOANNETTI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOAA85401X,PANZINI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOAA854021,GIUSEPPE GARIBALDI (INFANZIA),EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOAA854032,BENINI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOAA85501Q,INFANZIA PADRE O.MARELLA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.ic12bo.it/amministrazione-trasparente/,ok
BOAA85502R,INFANZIA ASSUNTA VISCARDI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.ic12bo.it/amministrazione-trasparente/,ok
BOAA85601G,PONTICELLI,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA85701B,INFANZIA FERRARI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,generic,1,http://www.ic13bo.it/amministrazione-trasparente/,ok
BOAA85702C,INFANZIA TAMBRONI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,generic,1,http://www.ic13bo.it/amministrazione-trasparente/,ok
BOAA859013,A.PIZZI,EMILIA ROMAGNA,BOLOGNA,SANT'AGATA BOLOGNESE,spaggiari,1,https://www.icsantagatabolognese.edu.it/servizi-personale,ok
BOAA860017,G. DOZZA,EMILIA ROMAGNA,BOLOGNA,CREVALCORE,unknown,0,,HTTPError 509
BOAA860028,CAMILLO PALTRINIERI - PALATA P.,EMILIA ROMAGNA,BOLOGNA,CREVALCORE,spaggiari,1,https://www.iccrevalcore.edu.it/servizi-personale,ok
BOAA860039,G. CALANCA,EMILIA ROMAGNA,BOLOGNA,CREVALCORE,unknown,0,,HTTPError 509
BOAA86201V,GIANNI RODARI,EMILIA ROMAGNA,BOLOGNA,VALSAMOGGIA,unknown,0,,URLError timed out
BOAA86202X,IL PICCOLO PRINCIPE - CALCARA,EMILIA ROMAGNA,BOLOGNA,VALSAMOGGIA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA86301P,SCUOLA INFANZIA PARINI -BAZZANO,EMILIA ROMAGNA,BOLOGNA,VALSAMOGGIA,unknown,0,,URLError timed out
BOAA86302Q,DELL'ABBAZIA - MONTEVEGLIO,EMILIA ROMAGNA,BOLOGNA,VALSAMOGGIA,unknown,0,,URLError timed out
BOAA86401E,PONTE RONCA,EMILIA ROMAGNA,BOLOGNA,ZOLA PREDOSA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA86501A,GABRIELLA GRANDI,EMILIA ROMAGNA,BOLOGNA,CASTEL SAN PIETRO TERME,unknown,0,,URLError timed out
BOAA866016,CASTENASO CAPOLUOGO,EMILIA ROMAGNA,BOLOGNA,CASTENASO,madisoft,1,https://www.iccastenaso.edu.it/albo-online/,ok
BOAA866027,FIESSO,EMILIA ROMAGNA,BOLOGNA,CASTENASO,unknown,0,,HTTPError 509
BOAA866038,STELLINA,EMILIA ROMAGNA,BOLOGNA,CASTENASO,madisoft,1,https://www.iccastenaso.edu.it/cerca?tag=albo sindacale,ok
BOAA866049,LA GIOSTRA,EMILIA ROMAGNA,BOLOGNA,CASTENASO,unknown,0,,HTTPError 509
BOAA867012,L. CALZA,EMILIA ROMAGNA,BOLOGNA,MEDICINA,unknown,0,,URLError timed out
BOAA867023,E. FANTELLI,EMILIA ROMAGNA,BOLOGNA,MEDICINA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA86801T,MOLINELLA CAPOLUOGO INFANZIA,EMILIA ROMAGNA,BOLOGNA,MOLINELLA,unknown,0,,HTTPError 509
BOAA86803X,MARMORTA INFANZIA,EMILIA ROMAGNA,BOLOGNA,MOLINELLA,unknown,0,,HTTPError 509
BOAA868041,SAN MARTINO IN ARGINE INFANZIA,EMILIA ROMAGNA,BOLOGNA,MOLINELLA,unknown,0,,HTTPError 509
BOAA868052,SAN PIETRO CAPOFIUME INFANZIA,EMILIA ROMAGNA,BOLOGNA,MOLINELLA,unknown,0,,HTTPError 509
BOAA868063,SELVA MALVEZZI INFANZIA,EMILIA ROMAGNA,BOLOGNA,MOLINELLA,unknown,0,,HTTPError 509
BOAA86901N,MEZZOLARA,EMILIA ROMAGNA,BOLOGNA,BUDRIO,unknown,0,,URLError timed out
BOAA86902P,SCUOLA DEI BAMBINI D. BENNI,EMILIA ROMAGNA,BOLOGNA,BUDRIO,unknown,0,,URLError timed out
BOAA87001T,ANTONANGELI SCAGLIARINI DECIMA,EMILIA ROMAGNA,BOLOGNA,SAN GIOVANNI IN PERSICETO,unknown,0,,URLError timed out
BOAA87002V,GIORGIO NICOLI -S.G. PERS.,EMILIA ROMAGNA,BOLOGNA,SAN GIOVANNI IN PERSICETO,unknown,0,,URLError timed out
BOAA87101N,CAPPUCCINI E SUCC. VIA RODARI,EMILIA ROMAGNA,BOLOGNA,SAN GIOVANNI IN PERSICETO,spaggiari,1,https://www.icpersiceto.it/amministrazione-trasparente/,ok
BOAA87201D,SCUOLA DELL'INFANZIA DOZZA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOAA87202E,IL FLAUTO MAGICO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,spaggiari,1,https://www.istituto15bologna.edu.it/cerca?tag=albo,ok
BOAA873019,DON BOSCO,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOAA874015,DON LORENZO MILANI,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,URLError timed out
BOAA874026,CARAVAGGIO,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,URLError timed out
BOAA875011,ESPERANTO,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA875022,VIGNONI,EMILIA ROMAGNA,BOLOGNA,CASALECCHIO DI RENO,unknown,0,,URLError [Errno -2] Name or service not known
BOAA87601R,GUIDI TOMMASINA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA87701L,INFANZIA DE AMICIS,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 403
BOAA87801C,ISTITUTO ORTOPEDICO RIZZOLI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA879018,SCUOLA DELL'INFANZIA CARDUCCI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError timed out
BOAA88001C,MARCONI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA881018,CANOVA,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA881029,LUIGI FANTINI FARNETO,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA88103A,JUSSI,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA882014,INFANZIA DI VITTORIO,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA882025,INFANZIA CICOGNA,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA882036,INFANZIA IDICE,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA882047,INFANZIA PONTICELLA,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA88301X,GRAZIA DELEDDA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,URLError [Errno -2] Name or service not known
BOAA883021,PIERO BERTOLINI,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,unknown,0,,HTTPError 509
BOAA88401Q,"""GINA BONACCORSI""",EMILIA ROMAGNA,BOLOGNA,LOIANO,unknown,0,,URLError timed out
BOAA88402R,AUGUSTA MARIANI FERRETTI,EMILIA ROMAGNA,BOLOGNA,MONGHIDORO,unknown,0,,URLError timed out
BOAA88501G,INFANZIA SAN PROSPERO,EMILIA ROMAGNA,BOLOGNA,IMOLA,unknown,0,,URLError timed out
BOCT70000G,C.ISTRUZ.ADULTI BESTA C/O IC 10 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.cpiabologna.edu.it/amministrazione-trasparente/bandi-di-gara-e-contratti/,ok
BOCT70100B,C.ISTRUZ.ADULTI DOZZA C/O IC 1 BOLOGNA,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.cpiabologna.edu.it/amministrazione-trasparente/bandi-di-gara-e-contratti/,ok
BOCT702007,C.ISTRUZIONE ADULTI VIA EMILIA 147 IMOLA,EMILIA ROMAGNA,BOLOGNA,MEDICINA,unknown,0,,URLError [Errno -3] Temporary failure in name resolution
BOCT703003,C.ISTRUZ.ADULTI MAMELI S.G.IN PERSICETO,EMILIA ROMAGNA,BOLOGNA,SAN GIOVANNI IN PERSICETO,agid_wordpress,1,https://www.cpiabologna.edu.it/amministrazione-trasparente/bandi-di-gara-e-contratti/,ok
BOCT70400V,C. ISTRUZIONE ADULTI C/O I.C. DI BUDRIO,EMILIA ROMAGNA,BOLOGNA,BUDRIO,agid_wordpress,1,https://www.cpiabologna.edu.it/amministrazione-trasparente/bandi-di-gara-e-contratti/,ok
BOCT70500P,CTP CADUTI D. CASTIGLIONE DEI PEPOLI,EMILIA ROMAGNA,BOLOGNA,CASTIGLIONE DEI PEPOLI,wordpress_generic,1,https://cpiamontagna.edu.it/amministrazione-trasparente/,ok
BOCT708006,ISTRUZ.ADULTI C/O FANTINI DI VERGATO,EMILIA ROMAGNA,BOLOGNA,VERGATO,wordpress_generic,1,https://cpiamontagna.edu.it/amministrazione-trasparente/,ok
BOCT709002,C.ISTR.ADULTI PIZZIGOTTI C.S.PIETRO T.,EMILIA ROMAGNA,BOLOGNA,CASTEL SAN PIETRO TERME,unknown,0,,URLError [Errno -3] Temporary failure in name resolution
BOCT710006,C.ISTR.ADULTI CAMPUS KID SAN LAZZARO,EMILIA ROMAGNA,BOLOGNA,SAN LAZZARO DI SAVENA,unknown,0,,URLError timed out
BOCT711002,C.ISTR.ADULTI MARGHERITA HACK RASTIGNANO,EMILIA ROMAGNA,BOLOGNA,PIANORO,unknown,0,,URLError timed out
BOCT71200T,BAGNOLI SAN PIETRO IN CASALE - CTP,EMILIA ROMAGNA,BOLOGNA,SAN PIETRO IN CASALE,agid_wordpress,1,https://www.cpiabologna.edu.it/amministrazione-trasparente/bandi-di-gara-e-contratti/,ok
BOCT71300N,LINDEMAN VIALE VICINI 19 - CTP,EMILIA ROMAGNA,BOLOGNA,BOLOGNA,agid_wordpress,1,https://www.cpiabologna.edu.it/amministrazione-trasparente/bandi-di-gara-e-contratti/,ok
BOEE05600R,D.D. DI BUDRIO,EMILIA ROMAGNA,BOLOGNA,BUDRIO,unknown,0,,URLError timed out
BOEE05601T,F.SERVETTI DONATI - D.D. BUDRIO,EMILIA ROMAGNA,BOLOGNA,BUDRIO,unknown,0,,URLError timed out
BOEE07200P,D.D. CASTEL SAN PIETRO TERME,EMILIA ROMAGNA,BOLOGNA,CASTEL SAN PIETRO TERME,unknown,0,,URLError [Errno -2] Name or service not known
BOEE07201Q,ALBERTAZZI D.D. CASTEL S.PIETRO,EMILIA ROMAGNA,BOLOGNA,CASTEL SAN PIETRO TERME,unknown,0,,URLError timed out
BOEE072061,DON MILANI,EMILIA ROMAGNA,BOLOGNA,CASTEL SAN PIETRO TERME,unknown,0,,URLError timed out
BOEE17200G,D.D. DI ZOLA PREDOSA,EMILIA ROMAGNA,BOLOGNA,ZOLA PREDOSA,unknown,0,,URLError timed out
