code,name,region,province,city,platform,reachable,trasparenza_url,discovery_note
FEMM82502X,L.DA VINCI-RO FERRARESE,EMILIA ROMAGNA,FERRARA,RIVA DEL PO,unknown,0,,HTTPError 509
FEMM825031,UGO FOSCOLO - BERRA,EMILIA ROMAGNA,FERRARA,RIVA DEL PO,unknown,0,,HTTPError 509
FEMM82601P,"""D.ALIGHIERI""- S.AGOSTINO",EMILIA ROMAGNA,FERRARA,TERRE DEL RENO,unknown,0,,HTTPError 509
FEMM82602Q,"""G.GALILEI"" VIGARANO MAINARDA",EMILIA ROMAGNA,FERRARA,VIGARANO MAINARDA,unknown,0,,HTTPError 509
FEPC01000E,"LC LICEO GINNASIO ""G.CEVOLANI""",EMILIA ROMAGNA,FERRARA,CENTO,unknown,0,,HTTPError 509
FEPC020005,"LICEO CLASSICO ""L.ARIOSTO""",EMILIA ROMAGNA,FERRARA,FERRARA,spaggiari,1,https://www.liceoariosto.edu.it/servizi/personale-scolastico,ok
FEPM00701X,"LICEO STATALE ""G. CARDUCCI""",EMILIA ROMAGNA,FERRARA,FERRARA,unknown,0,,HTTPError 509
FEPS00101X,"""LICEO SCIENTIFICO"" ARGENTA",EMILIA ROMAGNA,FERRARA,ARGENTA,unknown,0,,URLError timed out
FEPS00401B,LICEO SCIENT. T.LEVI CIVITA,EMILIA ROMAGNA,FERRARA,CODIGORO,argo_software,1,https://www.polocodigoro.edu.it/index.php/cerca-nel-sito/9-articoli-home/topnews-slider-1/4170-personale-ata-certificazioneinternazionale-alfabetizzazione-digitale,ok
FEPS00701V,LICEO SCIENTIFICO BONDENO,EMILIA ROMAGNA,FERRARA,BONDENO,spaggiari,1,https://liceobondeno.carduccife.edu.it/pagine/concorsi,ok
FEPS01000N,"LICEO SCIENTIFICO ""A.ROITI""",EMILIA ROMAGNA,FERRARA,FERRARA,unknown,0,,HTTPError 509
FERA011014,PRESSO CASA CIRCONDARIALE,EMILIA ROMAGNA,FERRARA,FERRARA,wordpress_generic,1,,no_trasparenza_found
FERC00701B,IST. PROF. STATALE SERVIZI COMM.LI,EMILIA ROMAGNA,FERRARA,BONDENO,unknown,0,,HTTPError 509
FERC01301P,"I.P.S.S.C.T.""L.EINAUDI""",EMILIA ROMAGNA,FERRARA,FERRARA,spaggiari,1,https://www.einaudiferrara.edu.it/cerca?tag=personale ata,ok
FERH00801C,ISTITUTO PROFESSIONALE ALBERGHIERO,EMILIA ROMAGNA,FERRARA,COMACCHIO,agid_wordpress,1,https://www.istitutoremobrindisi.edu.it/albo-online/,ok
FERH00850R,I.P.S.S.A.R REMO BRINDISI (SERALE),EMILIA ROMAGNA,FERRARA,COMACCHIO,agid_wordpress,1,https://www.istitutoremobrindisi.edu.it/albo-online/,ok
FERH011018,"I.P.S.S.A.R. ""O.VERGANI""",EMILIA ROMAGNA,FERRARA,FERRARA,spaggiari,1,https://www.verganinavarra.edu.it/pagine/personale-scolastico,ok
FERH011029,PRESSO CASA CIRCONDARIALE,EMILIA ROMAGNA,FERRARA,FERRARA,generic,1,https://www.domainorder.com/index.php/albo-pretorio,ok
FERH01151N,"I.P.S.S.A.R. ""O.VERGANI"" (SERALE)",EMILIA ROMAGNA,FERRARA,FERRARA,unknown,0,,HTTPError 509
FERI001015,I.P.S.I.A. ARGENTA,EMILIA ROMAGNA,FERRARA,ARGENTA,unknown,0,,URLError [Errno -2] Name or service not known
FERI00801X,I.P.S.I.A. COMACCHIO,EMILIA ROMAGNA,FERRARA,COMACCHIO,agid_wordpress,1,https://www.istitutoremobrindisi.edu.it/albo-online/,ok
FERI008508,I.P.I. ART. I.P.S.I.A COMACCHIO -SERALE,EMILIA ROMAGNA,FERRARA,COMACCHIO,agid_wordpress,1,https://www.istitutoremobrindisi.edu.it/albo-online/,ok
FERI01201G,"I.P.S.I.A. ""E.I D'ESTE""",EMILIA ROMAGNA,FERRARA,FERRARA,spaggiari,1,https://www.iiscopernico.edu.it/amministrazione-trasparente/,ok
FERI014017,"I.P.S.I.A. ""F.LLI TADDIA""",EMILIA ROMAGNA,FERRARA,CENTO,wordpress_generic,1,http://outlook.office.com,ok
FERI01451L,"I.P.S.I.A. ""F.LLI TADDIA"" (SERALE)",EMILIA ROMAGNA,FERRARA,CENTO,unknown,0,,URLError [Errno -2] Name or service not known
FESD009011,"LICEO ARTISTICO STATALE ""DOSSO DOSSI""",EMILIA ROMAGNA,FERRARA,FERRARA,spaggiari,1,https://web.spaggiari.eu/sdg/app/default/albo_pretorio.php?sede_codice=FEII0008&amp;referer=https://www.aleottidosso.gov.it/,ok
FETA01101X,"ISTITUTO TECNICO AGRARIO ""F.LLI NAVARRA""",EMILIA ROMAGNA,FERRARA,FERRARA,unknown,0,,HTTPError 509
FETA011021,"IST.TEC.AGR. ""F.LLI NAVARRA"" - OSTELLATO",EMILIA ROMAGNA,FERRARA,OSTELLATO,unknown,0,,HTTPError 509
FETA011508,IST. TEC.PROF. AGRARIO (SERALE),EMILIA ROMAGNA,FERRARA,FERRARA,generic,1,https://sites.google.com/index.php/albo-pretorio,ok
FETD00101Q,IST. TEC. ECON. E TECNOL.- PORTOMAGGIORE,EMILIA ROMAGNA,FERRARA,PORTOMAGGIORE,unknown,0,,URLError [Errno -2] Name or service not known
FETD001504,I.T. COMMERCIALE (SERALE) PORTOMAGGIORE,EMILIA ROMAGNA,FERRARA,PORTOMAGGIORE,unknown,0,,URLError [Errno -2] Name or service not known
FETD004017,I.T.C.G. G.MONACO DI POMPOSA,EMILIA ROMAGNA,FERRARA,CODIGORO,argo_software,1,https://www.polocodigoro.edu.it/index.php/cerca-nel-sito/9-articoli-home/topnews-slider-1/4170-personale-ata-certificazioneinternazionale-alfabetizzazione-digitale,ok
FETD00601V,"I.T.C.S. ""P.BURGATTI""",EMILIA ROMAGNA,FERRARA,CENTO,spaggiari,1,,no_trasparenza_found
FETD00801E,IST. TECNICO SETTORE ECONOMICO,EMILIA ROMAGNA,FERRARA,COMACCHIO,agid_wordpress,1,https://www.istitutoremobrindisi.edu.it/albo-online/,ok
FETD08000Q,"IST. TECN. ECONOMICO ""V.BACHELET"" - FE",EMILIA ROMAGNA,FERRARA,FERRARA,agid_wordpress,1,https://www.itbacheletferrara.edu.it/index.php/tipologia-servizio/personale-scolastico/,ok
FETF006015,"I.T.I.S. ""U.BASSI""",EMILIA ROMAGNA,FERRARA,CENTO,spaggiari,1,,no_trasparenza_found
FETF01201C,"ITI ""N.COPERNICO-A.CARPEGGIANI""",EMILIA ROMAGNA,FERRARA,FERRARA,spaggiari,1,https://www.iiscopernico.edu.it/amministrazione-trasparente/,ok
FETF01251T,"ITI ""COPERNICO-CARPEGGIANI"" (SERALE)",EMILIA ROMAGNA,FERRARA,FERRARA,spaggiari,1,https://www.iiscopernico.edu.it/amministrazione-trasparente/,ok
FETF013018,ISTITUTO TECNICO SETTORE TECNOLOGICO,EMILIA ROMAGNA,FERRARA,FERRARA,spaggiari,1,https://www.einaudiferrara.edu.it/amministrazione-trasparente/,ok
FETF014014,ISTITUTO TECNICO SETTORE TECNOLOGICO,EMILIA ROMAGNA,FERRARA,CENTO,wordpress_generic,1,http://outlook.office.com,ok
FETL00901R,I.T. COSTRUZIONI AMBIENTE E TERRITORIO,EMILIA ROMAGNA,FERRARA,FERRARA,spaggiari,1,https://web.spaggiari.eu/sdg/app/default/albo_pretorio.php?sede_codice=FEII0008&amp;referer=https://www.aleottidosso.gov.it/,ok
FOAA018059,CESENA 2 INF. MARINO MORETTI,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,HTTPError 509
FOAA01806A,CESENA 2 INF. S.MARIANI,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA019033,CESENA 3 GIOSUE' CARDUCCI,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA019055,CESENA 3 PONTE ABBADESSE,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA019066,CESENA 3 PORTA FIUME,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA019077,CESENA 3 PORTA S.MARIA,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://dd3cesena.edu.it/servizi/personale-scolastico,ok
FOAA020037,CESENA 4 PONTE PIETRA GIRASOLI,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://dd4cesena.edu.it/albo-online/,ok
FOAA020048,CESENA 4 CALISESE - COLIBRI',EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://dd4cesena.edu.it/albo-online/,ok
FOAA020059,CESENA 4 BULGARIA,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://dd4cesena.edu.it/albo-online/,ok
FOAA02007B,"CESENA 4 ""LE COLLINE""",EMILIA ROMAGNA,FORLI'-CESENA,MONTIANO,spaggiari,1,https://dd4cesena.edu.it/albo-online/,ok
FOAA021033,CESENA 5 IL GIARDINO S.EGIDIO,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,agid_wordpress,1,https://www.cesena5circolo.edu.it/albo-online/,ok
FOAA021055,CESENA 5 L'AQUILONE V.CHIAVICHE,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,agid_wordpress,1,https://www.cesena5circolo.edu.it/albo-online/,ok
FOAA021077,CESENA 5 ARCOBALENO CALABRINA,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,agid_wordpress,1,https://www.cesena5circolo.edu.it/albo-online/,ok
FOAA02301L,CESENA 7 INFANZIATORRE DEL MORO,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,HTTPError 509
FOAA02302N,CESENA 7 INFANZIA RONTA,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA02303P,CESENA 7 INFANZIA MARTORANO,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,HTTPError 509
FOAA02304Q,CESENA 7 INFANZIA PIEVESESTINA,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,generic,1,,no_trasparenza_found
FOAA03001Q,CESENATICO 1 LA VELA,EMILIA ROMAGNA,FORLI'-CESENA,CESENATICO,unknown,0,,URLError [Errno -2] Name or service not known
FOAA03002R,CESENATICO 1 L'ARCOBALENO,EMILIA ROMAGNA,FORLI'-CESENA,CESENATICO,spaggiari,1,https://www.dd1cesenatico.edu.it/servizi-personale,ok
FOAA03003T,MIRCA ALDINI - CANNUCCETO,EMILIA ROMAGNA,FORLI'-CESENA,CESENATICO,spaggiari,1,https://www.dd1cesenatico.edu.it/amministrazione-trasparente/bandi-di-gara-e-contratti/,ok
FOAA03004V,CESENATICO 1 ANCORA,EMILIA ROMAGNA,FORLI'-CESENA,CESENATICO,spaggiari,1,https://www.dd1cesenatico.edu.it/servizi-personale,ok
FOAA03101G,CESENATICO 2 BAGNAROLA,EMILIA ROMAGNA,FORLI'-CESENA,CESENATICO,unknown,0,,URLError [Errno -2] Name or service not known
FOAA03102L,DON TEOFRASTO PASINI,EMILIA ROMAGNA,FORLI'-CESENA,CESENATICO,spaggiari,1,https://www.cd-cesenatico2.edu.it/cerca?tag=albo,ok
FOAA03105Q,SCUOLA INFANZIA DI VILLAMARINA,EMILIA ROMAGNA,FORLI'-CESENA,CESENATICO,spaggiari,1,https://www.cd-cesenatico2.edu.it/albo-online/,ok
FOAA80201E,SOGLIANO - BORGHI,EMILIA ROMAGNA,FORLI'-CESENA,BORGHI,spaggiari,1,https://www.scuolesogliano.edu.it/albo-online/,ok
FOAA80202G,SOGLIANO PONTE USO,EMILIA ROMAGNA,FORLI'-CESENA,SOGLIANO AL RUBICONE,unknown,0,,HTTPError 509
FOAA80203L,SOGLIANO PADRE VENANZIO REALI,EMILIA ROMAGNA,FORLI'-CESENA,SOGLIANO AL RUBICONE,unknown,0,,HTTPError 509
FOAA80204N,SOGLIANO MONS. PIETRO SAMBI,EMILIA ROMAGNA,FORLI'-CESENA,SOGLIANO AL RUBICONE,unknown,0,,HTTPError 509
FOAA80205P,SOGLIANO GUALDO,EMILIA ROMAGNA,FORLI'-CESENA,RONCOFREDDO,unknown,0,,HTTPError 509
FOAA80206Q,SOGLIANO SAIANO SORRIVOLI,EMILIA ROMAGNA,FORLI'-CESENA,RONCOFREDDO,unknown,0,,HTTPError 509
FOAA80302B,MERCATO SARACENO CAPOLUOGO,EMILIA ROMAGNA,FORLI'-CESENA,MERCATO SARACENO,unknown,0,,HTTPError 509
FOAA80303C,MERCATO SARACENO MONTE CASTELLO,EMILIA ROMAGNA,FORLI'-CESENA,MERCATO SARACENO,unknown,0,,HTTPError 509
FOAA80304D,"MERCATO SARACENO ""A. MURATORI""",EMILIA ROMAGNA,FORLI'-CESENA,MERCATO SARACENO,unknown,0,,HTTPError 509
FOAA80305E,MERCATO SARACENO - BORA,EMILIA ROMAGNA,FORLI'-CESENA,MERCATO SARACENO,spaggiari,1,https://www.icvallesavio.edu.it/albo-online/,ok
FOAA80306G,"SARSINA ""PAPA GIOVANNI XXIII""",EMILIA ROMAGNA,FORLI'-CESENA,SARSINA,unknown,0,,HTTPError 509
FOAA80307L,"SARSINA ""PAPA GIOV. PAOLO II""",EMILIA ROMAGNA,FORLI'-CESENA,SARSINA,unknown,0,,HTTPError 509
FOAA804016,MARIELE VENTRE-FRATTA TERME,EMILIA ROMAGNA,FORLI'-CESENA,BERTINORO,unknown,0,,HTTPError 509
FOAA804027,IL CUCCIOLO-SANTA MARIA NUOVA,EMILIA ROMAGNA,FORLI'-CESENA,BERTINORO,unknown,0,,HTTPError 509
FOAA804038,LA COCCINELLA-BERTINORO,EMILIA ROMAGNA,FORLI'-CESENA,BERTINORO,spaggiari,1,https://www.icamaduccibertinoro.it/cerca?tag=albo sindacale,ok
FOAA805012,FORLIMPOPOLI SPALLICCI,EMILIA ROMAGNA,FORLI'-CESENA,FORLIMPOPOLI,unknown,0,,HTTPError 509
FOAA805023,FORLIMPOPOLI POLLICINO,EMILIA ROMAGNA,FORLI'-CESENA,FORLIMPOPOLI,spaggiari,1,https://www.icrosetti.edu.it/cerca?tag=albo,ok
FOAA805034,FORLIMPOPOLI L'ACQUERELLO,EMILIA ROMAGNA,FORLI'-CESENA,FORLIMPOPOLI,unknown,0,,HTTPError 509
FOAA805056,FORLIMPOPOLI GIANNI RODARI,EMILIA ROMAGNA,FORLI'-CESENA,FORLIMPOPOLI,unknown,0,,HTTPError 509
FOAA80601T,BAGNO DI ROMAGNA CARLO COLLODI,EMILIA ROMAGNA,FORLI'-CESENA,BAGNO DI ROMAGNA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA80602V,S. PIERO DON GIULIO FACIBENI,EMILIA ROMAGNA,FORLI'-CESENA,BAGNO DI ROMAGNA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA806041,VERGHERETO CESARE AMBROGETTI,EMILIA ROMAGNA,FORLI'-CESENA,VERGHERETO,spaggiari,1,https://icbagnoromagna.edu.it/albo-online/,ok
FOAA806052,VERGHERETO ALFERO E.TOMMASINI,EMILIA ROMAGNA,FORLI'-CESENA,VERGHERETO,spaggiari,1,https://icbagnoromagna.edu.it/albo-online/,ok
FOAA80701N,LONGIANO AURELIO MAGNANI,EMILIA ROMAGNA,FORLI'-CESENA,LONGIANO,agid_wordpress,1,https://www.iclongiano.edu.it/wp/category/bandi-concorsi/,ok
FOAA80702P,LONGIANO MARIA MONTESSORI,EMILIA ROMAGNA,FORLI'-CESENA,LONGIANO,agid_wordpress,1,https://www.iclongiano.edu.it/wp/category/bandi-concorsi/,ok
FOAA80703Q,LONGIANO DON LORENZO MILANI,EMILIA ROMAGNA,FORLI'-CESENA,LONGIANO,agid_wordpress,1,https://www.iclongiano.edu.it/wp/category/bandi-concorsi/,ok
FOAA80801D,TERRA DEL SOLE GIANNI RODARI,EMILIA ROMAGNA,FORLI'-CESENA,CASTROCARO TERME E TERRA DEL S,unknown,0,,URLError [Errno -2] Name or service not known
FOAA80802E,DOVADOLA - I GIRASOLI,EMILIA ROMAGNA,FORLI'-CESENA,DOVADOLA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA80803G,ROCCA S.C. - LO SCOIATTOLO,EMILIA ROMAGNA,FORLI'-CESENA,ROCCA SAN CASCIANO,unknown,0,,URLError [Errno -2] Name or service not known
FOAA80804L,PORTICO DI ROMAGNA,EMILIA ROMAGNA,FORLI'-CESENA,PORTICO E SAN BENEDETTO,unknown,0,,URLError [Errno -2] Name or service not known
FOAA809019,CIVITELLA CUSERCOLI,EMILIA ROMAGNA,FORLI'-CESENA,CIVITELLA DI ROMAGNA,unknown,0,,HTTPError 509
FOAA80902A,GALEATA SALVO D'ACQUISTO,EMILIA ROMAGNA,FORLI'-CESENA,GALEATA,spaggiari,1,https://www.iccivitelladiromagna.edu.it/cerca?tag=albo,ok
FOAA811019,GIROTONDO,EMILIA ROMAGNA,FORLI'-CESENA,MELDOLA,agid_wordpress,1,https://www.icsmeldola.it/modulistica-personale-scolastico/,ok
FOAA81102A,GIRAMONDO,EMILIA ROMAGNA,FORLI'-CESENA,MELDOLA,agid_wordpress,1,https://www.icsmeldola.it/modulistica-personale-scolastico/,ok
FOAA812026,SANTA SOFIA CAPOLUOGO,EMILIA ROMAGNA,FORLI'-CESENA,SANTA SOFIA,unknown,0,,URLError timed out
FOAA813011,PREDAPPIO PETER PAN,EMILIA ROMAGNA,FORLI'-CESENA,PREDAPPIO,agid_wordpress,1,https://www.comprensivopredappio.it/albo-online/,ok
FOAA813022,PREDAPPIO FIUMANA IL PETTIROSSO,EMILIA ROMAGNA,FORLI'-CESENA,PREDAPPIO,agid_wordpress,1,https://www.comprensivopredappio.it/albo-online/,ok
FOAA813033,PREMILCUORE BAMBI,EMILIA ROMAGNA,FORLI'-CESENA,PREMILCUORE,agid_wordpress,1,https://www.comprensivopredappio.it/albo-online/,ok
FOAA81401R,MODIGLIANA GIACOMO PUNTAROLI,EMILIA ROMAGNA,FORLI'-CESENA,MODIGLIANA,unknown,0,,HTTPError 509
FOAA81402T,TREDOZIO GIULIO MARCHI,EMILIA ROMAGNA,FORLI'-CESENA,TREDOZIO,unknown,0,,HTTPError 509
FOAA81403V,MODIGLIANA ALDO MORO,EMILIA ROMAGNA,FORLI'-CESENA,MODIGLIANA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA81501L,GAMBETTOLA GILBERTO AMATI,EMILIA ROMAGNA,FORLI'-CESENA,GAMBETTOLA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA81502N,GAMBETTOLA GIANNI RODARI,EMILIA ROMAGNA,FORLI'-CESENA,GAMBETTOLA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA81503P,GAMBETTOLA CARLO COLLODI,EMILIA ROMAGNA,FORLI'-CESENA,GAMBETTOLA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA81504Q,GAMBETTOLA L'AQUILONE,EMILIA ROMAGNA,FORLI'-CESENA,GAMBETTOLA,unknown,0,,URLError [Errno -2] Name or service not known
FOAA81601C,VALLE FERROVIA-FRECCIA AZZURRA,EMILIA ROMAGNA,FORLI'-CESENA,SAVIGNANO SUL RUBICONE,unknown,0,,URLError timed out
FOAA81602D,ZONA CESARE - GALLO CRISTALLO,EMILIA ROMAGNA,FORLI'-CESENA,SAVIGNANO SUL RUBICONE,unknown,0,,URLError timed out
FOAA81603E,FIUMICINO-IL GATTO VIAGGIATORE,EMILIA ROMAGNA,FORLI'-CESENA,SAVIGNANO SUL RUBICONE,unknown,0,,URLError timed out
FOAA81604G,VIA 1^ MAGGIO-LA NUVOLA OLGA,EMILIA ROMAGNA,FORLI'-CESENA,SAVIGNANO SUL RUBICONE,unknown,0,,URLError timed out
FOAA81605L,SAVIGNANO CAPANNI,EMILIA ROMAGNA,FORLI'-CESENA,SAVIGNANO SUL RUBICONE,unknown,0,,URLError timed out
FOAA817018,MYRICAE,EMILIA ROMAGNA,FORLI'-CESENA,SAN MAURO PASCOLI,agid_wordpress,1,https://icsanmauropascoli.edu.it/amministrazione-trasparente/,ok
FOAA817029,LA RONDINE,EMILIA ROMAGNA,FORLI'-CESENA,SAN MAURO PASCOLI,agid_wordpress,1,https://icsanmauropascoli.edu.it/amministrazione-trasparente/,ok
FOAA81703A,L'USIGNOLO,EMILIA ROMAGNA,FORLI'-CESENA,SAN MAURO PASCOLI,unknown,0,,URLError [Errno -2] Name or service not known
FOAA81704B,IL PETTIROSSO,EMILIA ROMAGNA,FORLI'-CESENA,SAN MAURO PASCOLI,unknown,0,,URLError [Errno -2] Name or service not known
FOAA818014,PINOCCHIO,EMILIA ROMAGNA,FORLI'-CESENA,GATTEO,unknown,0,,URLError [Errno -2] Name or service not known
FOAA818025,IL GIRASOLE,EMILIA ROMAGNA,FORLI'-CESENA,GATTEO,unknown,0,,URLError [Errno -2] Name or service not known
FOAA818036,PETER PAN,EMILIA ROMAGNA,FORLI'-CESENA,GATTEO,unknown,0,,URLError [Errno -2] Name or service not known
FOAA81901X,LE API,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',agid_wordpress,1,https://www.ic5forli.edu.it/albo-online/,ok
FOAA819021,MENTORE ALOIDI,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',agid_wordpress,1,https://www.ic5forli.edu.it/albo-online/,ok
FOAA820014,PETTIROSSO VILLAFRANCA,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',unknown,0,,URLError [Errno -2] Name or service not known
FOAA820025,AEROPLANO,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',unknown,0,,URLError [Errno -2] Name or service not known
FOAA82101X,GIANCARLO CERINI,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',agid_wordpress,1,https://www.icquattroforli.edu.it/albo-online/,ok
FOAA82201Q,ARCOBALENO,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',unknown,0,,URLError [Errno -2] Name or service not known
FOAA82202R,LE MARGHERITE,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',unknown,0,,URLError [Errno -2] Name or service not known
FOAA82301G,L'ALBERO FELICE S.LORENZO,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',unknown,0,,URLError [Errno -2] Name or service not known
FOAA82302L,IL PAPAVERO,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',unknown,0,,URLError [Errno -2] Name or service not known
FOAA82303N,LE ALI S.MARTINO IN STRADA,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',unknown,0,,URLError [Errno -2] Name or service not known
FOAA82401B,IL PLATANO,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',unknown,0,,URLError [Errno -2] Name or service not known
FOAA825017,LA LUCERTOLA BLU,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',agid_wordpress,1,https://www.ic7forli.it/albo-online/,ok
FOAA825028,LA RONDINE,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',agid_wordpress,1,https://www.ic7forli.it/albo-online/,ok
FOAA826013,IL GIARDINO DEI SOGNI,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',agid_wordpress,1,https://www.ic1forli.edu.it/albo-online/,ok
FOAA82701V,GIRASOLE,EMILIA ROMAGNA,FORLI'-CESENA,FORLI',agid_wordpress,1,https://www.ic6forli.edu.it/albo-online/,ok
FOCT70000V,C.T.P. CESENA,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,agid_wordpress,1,https://www.cpiaforlicesena.edu.it/albo-online/,ok
FOCT70100P,C.T.P. FORLI',EMILIA ROMAGNA,FORLI'-CESENA,FORLI',agid_wordpress,1,https://www.cpiaforlicesena.edu.it/albo-online/,ok
FOEE018009,CD CESENA 2,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://www.ddcesena2.edu.it/albo-online/,ok
FOEE01802B,CESENA 2 BORELLO,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOEE01803C,CESENA 2 DANTE ALIGHIERI,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOEE01810R,"CESENA 2 ""G.MONTALTI"" S.CARLO",EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOEE01811T,CESENA 2 G.PASCOLI,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOEE01812V,CESENA 2 MARINO MORETTI,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOEE019005,CD CESENA 3,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://dd3cesena.edu.it/servizi/personale-scolastico,ok
FOEE019038,CESENA 3 CARDUCCI,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOEE01908D,CESENA 3 SAIANO,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOEE01909E,CESENA 3 DON CARLO BARONIO,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://dd3cesena.edu.it/servizi/personale-scolastico,ok
FOEE01910L,CESENA 3 SAFFI,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,unknown,0,,URLError [Errno -2] Name or service not known
FOEE020009,CD CESENA 4,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://dd4cesena.edu.it/albo-online/,ok
FOEE02001A,CESENA 4 PIA CAMPOLI PALMERINI,EMILIA ROMAGNA,FORLI'-CESENA,MONTIANO,spaggiari,1,https://dd4cesena.edu.it/albo-online/,ok
FOEE02002B,CESENA 4 FIORITA,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://dd4cesena.edu.it/albo-online/,ok
FOEE02004D,CESENA 4 MACERONE,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://dd4cesena.edu.it/albo-online/,ok
FOEE02007L,CESENA 4 IL GELSO,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://dd4cesena.edu.it/albo-online/,ok
FOEE02008N,CESENA 4 SALVO D'ACQUISTO,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://dd4cesena.edu.it/albo-online/,ok
FOEE02011T,CESENA 4 FRANCO GAMBINI,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,spaggiari,1,https://dd4cesena.edu.it/albo-online/,ok
FOEE021005,CD CESENA 5,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,agid_wordpress,1,https://www.cesena5circolo.edu.it/albo-online/,ok
FOEE021016,CESENA 5 S. GIORGIO,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,agid_wordpress,1,https://www.cesena5circolo.edu.it/albo-online/,ok
FOEE021038,CESENA 5 BRUNO MUNARI S. EGIDIO,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,agid_wordpress,1,https://www.cesena5circolo.edu.it/albo-online/,ok
FOEE02105A,CESENA 5 C.COLLODI V.CHIAVICHE,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,agid_wordpress,1,https://www.cesena5circolo.edu.it/albo-online/,ok
FOEE02107C,CESENA 5 G.RODARI GATTOLINO,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,agid_wordpress,1,https://www.cesena5circolo.edu.it/albo-online/,ok
FOEE02300R,CD CESENA 7,EMILIA ROMAGNA,FORLI'-CESENA,CESENA,generic,1,,no_trasparenza_found
